"lon","lat","species","gbifID","locality","countryCode","coordinateUncertaintyInMeters","year","basisOfRecord","issue"
138.83,-35.32,"Eucalyptus leucoxylon",2829909500,"10 km SW Strathalbyn towards Victor Harbour","AUS",1000,1975,"PRESERVED_SPECIMEN","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
141.12,-35.42,"Eucalyptus leucoxylon",2828269355,"17.7 km S of Murrayville - Pinaroo road on track to soak, 3 km W of Murrayville","AUS",1000,1989,"PRESERVED_SPECIMEN","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
141.8167,-36.4208,"Eucalyptus leucoxylon",2828807746,"Campground 2.6 km off Kiata Road (8.6 km south of Kiata), Little Desert National Park.","AUS",50,1989,"PRESERVED_SPECIMEN","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
138.03305,-32.82916,"Eucalyptus leucoxylon",1258845222,"South australia. Region 5: flinders ranges. Mt. Remarkable national park. 14 Km. From melrose","AUS",NA,1982,"PRESERVED_SPECIMEN","GEODETIC_DATUM_ASSUMED_WGS84;DIFFERENT_OWNER_INSTITUTION"
144.5126,-37.6757,"Eucalyptus leucoxylon",1645826472,"","AUS",1.5,2011,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
141.1658,-37.0637,"Eucalyptus leucoxylon",3130281995,"","AUS",1,2014,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
141.0167,-38.05,"Eucalyptus leucoxylon",3129371353,"","AUS",1000,1954,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
141.437,-36.7657,"Eucalyptus leucoxylon",3129758360,"","AUS",1,2013,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
141.3513,-35.9485,"Eucalyptus leucoxylon",3130326828,"","AUS",400,1986,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
143.6963,-36.1397,"Eucalyptus leucoxylon",1640777610,"","AUS",50,1993,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
141.2063,-36.6155,"Eucalyptus leucoxylon",1644817450,"","AUS",1.5,2002,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
144.6611,-37.4494,"Eucalyptus leucoxylon",1641001978,"","AUS",50,1999,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
140.9804,-36.6185,"Eucalyptus leucoxylon",1645696071,"","AUS",10,2011,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
143.0838,-36.4213,"Eucalyptus leucoxylon",1640547757,"","AUS",1.5,1997,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
141.2251,-36.1416,"Eucalyptus leucoxylon",3130284855,"","AUS",0.1,2013,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
144.2386,-36.8456,"Eucalyptus leucoxylon",1645501296,"","AUS",2,2013,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
144.08,-36.7782,"Eucalyptus leucoxylon",1645771647,"","AUS",10,2011,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
144.5341,-36.7357,"Eucalyptus leucoxylon",3895326570,"","AUS",0.3,2018,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
141.5174,-36.6823,"Eucalyptus leucoxylon",3129484217,"","AUS",1,2013,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
143.4078,-37.8549,"Eucalyptus leucoxylon",3129194183,"","AUS",1,2015,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
141.6833,-37.3,"Eucalyptus leucoxylon",3131013411,"","AUS",1000,1979,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
143.4236,-37.4275,"Eucalyptus leucoxylon",1645561661,"","AUS",1.5,1992,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
141.0333,-37.45,"Eucalyptus leucoxylon",1640839999,"","AUS",50,1980,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
143.1018,-36.928,"Eucalyptus leucoxylon",3129344857,"","AUS",1.5,2008,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
136.6925,-33.6408,"Eucalyptus leucoxylon",2436432290,"N of Cleve-Cowell road, eastern slope of range, between Glen ville and Mt Millar; 10 km from C-C road.","AUS",1000,2000,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
141.853583,-35.932444,"Eucalyptus leucoxylon",2595911817,"Birdcage Nature Conservation Reserve. Eastern section of the reserve. Amy Johnson Highway (west side), 1..3 km north from intersection with Rainbow-Nhill Road.","AUS",50,2019,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
141.4075,-36.0653,"Eucalyptus leucoxylon",2435813893,"9.73 km N of Yanac by road, on Murrayville-Nhill Road.","AUS",1000,2009,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
140.4,-35.8667,"Eucalyptus leucoxylon",2437267078,"Mount Rescue Conservation Park. Road from Mt. Rescue to Tintinara.","AUS",1000,1985,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
142.2414,-38.3796,"Eucalyptus leucoxylon",2435736293,"Cultivated at Port Fairy Botanic Gardens, Victoria, Australia.","AUS",100,1982,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
138.5833,-35.2167,"Eucalyptus leucoxylon",2435912956,"Ca. 3 km S of MacLaren Flat.","AUS",1000,1977,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
135.85,-34.5,"Eucalyptus leucoxylon",2435514199,"C. 2 km N of White Flat towards Koppio.","AUS",1000,1991,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
142.2738,-38.1948,"Eucalyptus leucoxylon",3129172335,"","AUS",1.5,2010,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
142.1227,-37.3942,"Eucalyptus leucoxylon",1645933104,"","AUS",1.5,2011,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
141.7527,-36.5483,"Eucalyptus leucoxylon",1640858222,"","AUS",50,1987,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
141.7166,-37.516,"Eucalyptus leucoxylon",3130778730,"","AUS",1.5,2011,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
142.6401,-37.133,"Eucalyptus leucoxylon",3129678046,"","AUS",5,2016,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
142.3591,-36.3713,"Eucalyptus leucoxylon",1640725984,"","AUS",50,1998,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
144.1584,-36.589,"Eucalyptus leucoxylon",1645669703,"","AUS",10,2012,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
142.9847,-36.84,"Eucalyptus leucoxylon",1640888962,"","AUS",50,1981,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
141.4019,-37.3637,"Eucalyptus leucoxylon",1645765870,"","AUS",10,2012,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
141.5945,-38.3532,"Eucalyptus leucoxylon",1645428889,"","AUS",10,2012,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
144.2026,-35.7346,"Eucalyptus leucoxylon",1644554502,"","AUS",5,1984,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
145.1819,-38.3733,"Eucalyptus leucoxylon",3129623428,"","AUS",80,2019,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
142.6424,-36.9904,"Eucalyptus leucoxylon",1644546404,"","AUS",5,1995,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
141.487,-37.1724,"Eucalyptus leucoxylon",3130687467,"","AUS",1,2014,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
144.7058,-36.9388,"Eucalyptus leucoxylon",1645101818,"","AUS",1.5,1990,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
142.121,-37.168,"Eucalyptus leucoxylon",1645934158,"","AUS",1.5,2011,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
143.327,-36.6649,"Eucalyptus leucoxylon",3894620788,"","AUS",20,2009,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
143.7761,-36.8163,"Eucalyptus leucoxylon",1645515033,"","AUS",1.5,1990,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
141.5357,-37.2253,"Eucalyptus leucoxylon",1645955570,"","AUS",1.5,2011,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
142.6932,-36.8012,"Eucalyptus leucoxylon",1645670217,"","AUS",10,2012,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
142.0986,-37.058,"Eucalyptus leucoxylon",1645062282,"","AUS",1.5,1988,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
140.9723,-37.234,"Eucalyptus leucoxylon",1645708074,"","AUS",10,2011,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
144.8265,-36.7869,"Eucalyptus leucoxylon",3130926819,"","AUS",1,2017,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
142.4865,-36.6981,"Eucalyptus leucoxylon",1646880372,"","AUS",1,2016,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
143.3773,-37.8236,"Eucalyptus leucoxylon",3129756308,"","AUS",1.5,2004,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
144.8943,-37.516,"Eucalyptus leucoxylon",3129299321,"","AUS",1,2016,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
144.588,-37.8891,"Eucalyptus leucoxylon",1640819522,"","AUS",50,2010,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
144.1156,-37.8312,"Eucalyptus leucoxylon",1645904507,"","AUS",1.5,2004,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
143.0561,-36.1952,"Eucalyptus leucoxylon",1640823425,"","AUS",50,1997,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
142.1948,-37.653,"Eucalyptus leucoxylon",3130866733,"","AUS",1.5,2011,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
141.4833,-37.9333,"Eucalyptus leucoxylon",1640833494,"","AUS",50,1980,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
139.081915,-35.098941,"Eucalyptus leucoxylon",2540817078,"","AUS",NA,2019,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
140.739099,-36.342753,"Eucalyptus leucoxylon",2626268531,"","AUS",295,2013,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
142.2203,-36.4652,"Eucalyptus leucoxylon",3894557894,"","AUS",20,2008,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
144.5136,-36.8813,"Eucalyptus leucoxylon",1645557358,"","AUS",1.5,1991,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
143.6305,-36.7558,"Eucalyptus leucoxylon",1645520934,"","AUS",1.5,1990,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
144.685,-38.1623,"Eucalyptus leucoxylon",1645432177,"","AUS",0.5,2014,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
145.2316,-38.1169,"Eucalyptus leucoxylon",3129425410,"","AUS",80,2018,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
140.9611,-35.8561,"Eucalyptus leucoxylon",1641259448,"","AUS",1.5,1985,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
141.9687,-37.4586,"Eucalyptus leucoxylon",1645943854,"","AUS",1.5,2011,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
140.344192,-36.086656,"Eucalyptus leucoxylon",3915383609,"","AUS",5,2022,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
140.197144,-36.108456,"Eucalyptus leucoxylon",3337716029,"","AUS",5,2021,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
140.373947,-36.216836,"Eucalyptus leucoxylon",3888896678,"","AUS",50,2022,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
140.144669,-36.083778,"Eucalyptus leucoxylon",3314286480,"","AUS",5,2021,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
140.495998,-36.471794,"Eucalyptus leucoxylon",1084707334,"","AUS",250,2001,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.912258,-36.306376,"Eucalyptus leucoxylon",1084707868,"","AUS",250,2001,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.82771,-34.69368,"Eucalyptus leucoxylon",1084057287,"Para Wirra (CP)","AUS",250,1999,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.203109,-35.566117,"Eucalyptus leucoxylon",1084652561,"","AUS",100,2000,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.569281,-33.838742,"Eucalyptus leucoxylon",1084903673,"","AUS",500,2008,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.450062,-36.557911,"Eucalyptus leucoxylon",1084909964,"","AUS",1000,2008,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.977784,-34.932531,"Eucalyptus leucoxylon",1084797445,"","AUS",250,2003,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
139.040864,-34.598423,"Eucalyptus leucoxylon",1084594746,"","AUS",250,1997,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.887943,-37.409108,"Eucalyptus leucoxylon",1084640798,"","AUS",100,1999,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.683913,-34.143126,"Eucalyptus leucoxylon",1084511412,"","AUS",500,2001,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.683922,-33.888647,"Eucalyptus leucoxylon",1084510039,"","AUS",100,2001,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.924824,-34.419811,"Eucalyptus leucoxylon",1084520892,"","AUS",1000,2002,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.70041,-35.04319,"Eucalyptus leucoxylon",2445859624,"","AUS",1000,2019,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
139.034398,-34.41231,"Eucalyptus leucoxylon",1084516799,"","AUS",250,2002,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
139.021222,-34.038047,"Eucalyptus leucoxylon",1084534524,"","AUS",250,2008,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
139.18041,-34.49463,"Eucalyptus leucoxylon",1085281524,"","AUS",50,1996,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.65137,-35.0175,"Eucalyptus leucoxylon",1084072924,"Belair (NP)","AUS",500,2004,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
135.99189,-34.350342,"Eucalyptus leucoxylon",1084540704,"","AUS",250,1998,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.84621,-34.597497,"Eucalyptus leucoxylon",1084836221,"","AUS",500,2004,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
139.164611,-34.853934,"Eucalyptus leucoxylon",1084723371,"","AUS",500,2001,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.84656,-34.67231,"Eucalyptus leucoxylon",1084214516,"Para Wirra (CP)","AUS",250,2013,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.861062,-35.231366,"Eucalyptus leucoxylon",1084878676,"","AUS",500,2005,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.980083,-33.976716,"Eucalyptus leucoxylon",1084534469,"","AUS",500,2008,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.589166,-33.815824,"Eucalyptus leucoxylon",1084510850,"","AUS",250,2001,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.22717,-35.87452,"Eucalyptus leucoxylon",1085458026,"229 (HA)","AUS",50,1990,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.537758,-36.646067,"Eucalyptus leucoxylon",1084683357,"","AUS",250,1997,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.2371,-33.228011,"Eucalyptus leucoxylon",1084676455,"","AUS",1000,2000,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
139.168124,-34.568356,"Eucalyptus leucoxylon",1084854485,"","AUS",500,2004,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.590474,-36.247621,"Eucalyptus leucoxylon",1084707379,"","AUS",1000,2001,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.793212,-36.866074,"Eucalyptus leucoxylon",1084944990,"","AUS",500,2012,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.81812,-34.64716,"Eucalyptus leucoxylon",1084210885,"","AUS",500,2011,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.764584,-34.834262,"Eucalyptus leucoxylon",1084694081,"","AUS",100,2001,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.401348,-36.877241,"Eucalyptus leucoxylon",1084537705,"","AUS",500,2012,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
139.733744,-35.708013,"Eucalyptus leucoxylon",1084674993,"","AUS",250,2000,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
135.370378,-34.132563,"Eucalyptus leucoxylon",1084534949,"","AUS",500,1998,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.783556,-35.845618,"Eucalyptus leucoxylon",1084679332,"","AUS",1000,2000,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.393382,-36.731344,"Eucalyptus leucoxylon",1084943123,"","AUS",100,2012,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.310464,-36.825521,"Eucalyptus leucoxylon",1084941757,"","AUS",500,2012,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.598118,-32.888484,"Eucalyptus leucoxylon",1084517538,"","AUS",1000,2002,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.253798,-35.589079,"Eucalyptus leucoxylon",1084888423,"","AUS",500,2006,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
139.045779,-33.420604,"Eucalyptus leucoxylon",1084536295,"","AUS",500,2008,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
139.0327,-34.68576,"Eucalyptus leucoxylon",1084228513,"","AUS",1000,2004,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.706995,-35.429656,"Eucalyptus leucoxylon",1084877902,"","AUS",500,2005,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.31921,-36.974075,"Eucalyptus leucoxylon",1084633207,"","AUS",100,1999,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.910529,-34.247966,"Eucalyptus leucoxylon",1084747938,"","AUS",1000,2002,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
139.32751,-35.78573,"Eucalyptus leucoxylon",1085456068,"","AUS",50,1990,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.92763,-33.68448,"Eucalyptus leucoxylon",2518229676,"1562 (HA)","AUS",1000,2000,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.81367,-34.327784,"Eucalyptus leucoxylon",1084515129,"","AUS",250,2002,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.171721,-33.031571,"Eucalyptus leucoxylon",1084554640,"","AUS",1000,1998,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.982738,-34.163968,"Eucalyptus leucoxylon",1084904255,"","AUS",250,2008,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.753375,-36.525232,"Eucalyptus leucoxylon",1084750474,"","AUS",1000,1997,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.905298,-33.44472,"Eucalyptus leucoxylon",1084535559,"","AUS",500,2008,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.664508,-36.364546,"Eucalyptus leucoxylon",1084636759,"","AUS",1000,1997,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.13566,-35.62738,"Eucalyptus leucoxylon",1085436378,"","AUS",500,2007,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.59469,-35.53226,"Eucalyptus leucoxylon",2518250083,"","AUS",1000,1990,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.44938,-32.774133,"Eucalyptus leucoxylon",1084753178,"","AUS",100,2002,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.77116,-34.443279,"Eucalyptus leucoxylon",1084514366,"","AUS",1000,2002,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
135.76444,-34.680055,"Eucalyptus leucoxylon",1084919961,"","AUS",100,1998,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.899379,-35.12239,"Eucalyptus leucoxylon",1084798070,"","AUS",100,2003,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
139.05485,-35.29488,"Eucalyptus leucoxylon",2518294659,"","AUS",250,1998,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.166293,-37.109111,"Eucalyptus leucoxylon",1084940676,"","AUS",500,2012,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
136.490832,-33.66977,"Eucalyptus leucoxylon",1084619134,"","AUS",500,1999,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
139.001116,-33.961305,"Eucalyptus leucoxylon",1084534650,"","AUS",1000,2008,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.611969,-37.216919,"Eucalyptus leucoxylon",1084936869,"","AUS",1000,2012,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.49123,-35.51817,"Eucalyptus leucoxylon",1805917105,"Jaggers (CA)","AUS",1000,2016,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
135.710087,-34.631174,"Eucalyptus leucoxylon",1084660812,"","AUS",1000,2000,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.65476,-36.691435,"Eucalyptus leucoxylon",1084766386,"","AUS",250,1997,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.326,-36.19781,"Eucalyptus leucoxylon",1085576431,"Mount Monster (CP)","AUS",50,1991,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.093605,-36.93334,"Eucalyptus leucoxylon",1084632875,"","AUS",500,1999,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
139.35443,-35.68515,"Eucalyptus leucoxylon",1084232315,"","AUS",50,2013,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.80745,-37.10556,"Eucalyptus leucoxylon",2518413674,"344 (HA)","AUS",1000,1989,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.48175,-35.47164,"Eucalyptus leucoxylon",2518208919,"282 (HA)","AUS",500,1980,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.288221,-37.080392,"Eucalyptus leucoxylon",1084638072,"","AUS",250,1999,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.047621,-35.877354,"Eucalyptus leucoxylon",1084677144,"","AUS",500,2000,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.609694,-34.012714,"Eucalyptus leucoxylon",1084510954,"","AUS",500,2001,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
